Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"HOTELS DE PARIS";FR0004165801;HDP;"Euronext Paris";EUR;3.00;3.00;3.00;3.00;"14/02/2024 14:06";CET;4872;14616.00;3.00;14/02/2024
HOTL.IMMOB.NICE;FR0006563904;MLHIN;"Euronext Access Paris";EUR;220.00;220.00;220.00;220.00;"24/01/2024 11:30";CET;1;220.00;220.00;14/02/2024
HUNYVERS;FR0014007LQ2;ALHUN;"Euronext Growth Paris";EUR;13.95;13.95;13.80;13.90;"14/02/2024 17:35";CET;1739;24235.95;13.90;14/02/2024
HYBRIGENICS;FR0004153930;ALHYG;"Euronext Growth Paris";EUR;0.0162;0.0165;0.016;0.0161;"14/02/2024 17:35";CET;746114;12030.5459;0.0161;14/02/2024
"HYDRAULIQUE PB";FR0000064735;MLHYD;"Euronext Access Paris";EUR;700.00;700.00;700.00;700.00;"09/02/2024 11:30";CET;1;700.00;700.00;14/02/2024
HYDRO-EXPLOIT.;FR0005843125;MLHYE;"Euronext Access Paris";EUR;96.00;96.00;96.00;96.00;"08/02/2024 16:30";CET;5;480.00;96.00;14/02/2024
"HYDROGEN REFUELING";FR0014001PM5;ALHRS;"Euronext Growth Paris";EUR;14.24;14.30;14.14;14.28;"14/02/2024 17:35";CET;3958;56359.78;14.28;14/02/2024
I.CERAM;FR0014005IU4;ALICR;"Euronext Growth Paris";EUR;4.94;5.35;4.94;5.35;"14/02/2024 17:13";CET;912;4720.75;5.35;14/02/2024
I2S;FR0005854700;ALI2S;"Euronext Growth Paris";EUR;6.35;6.35;6.35;6.35;"06/02/2024 16:30";CET;1157;7346.95;6.35;14/02/2024
"IANTE INVESTMENTS";ES0105479002;MLINT;"Euronext Access Paris";EUR;4.62;4.62;4.62;4.62;"20/05/2022 16:30";CET;700;3234.00;4.62;14/02/2024
ICADE;FR0000035081;ICAD;"Euronext Paris";EUR;30.12;30.36;29.84;30.22;"14/02/2024 17:35";CET;90622;2735336.18;30.22;14/02/2024
"ICAPE HOLDING";FR001400A3Q3;ALICA;"Euronext Growth Paris";EUR;10.60;10.60;10.40;10.40;"14/02/2024 17:35";CET;3065;32328.95;10.40;14/02/2024
"ID LOGISTICS GROUP";FR0010929125;IDL;"Euronext Paris";EUR;326.00;328.50;326.00;326.50;"14/02/2024 17:36";CET;3396;1111287.00;326.50;14/02/2024
IDI;FR0000051393;IDIP;"Euronext Paris";EUR;66.80;66.80;66.40;66.80;"14/02/2024 17:35";CET;159;10587.60;66.80;14/02/2024
IDS;FR0000079691;MLIDS;"Euronext Access Paris";EUR;0.312;0.312;0.312;0.312;"09/02/2024 16:30";CET;200;62.40;0.312;14/02/2024
IDSUD;FR0000062184;ALIDS;"Euronext Growth Paris";EUR;181.00;183.00;179.00;183.00;"14/02/2024 17:29";CET;580;104916.00;183.00;14/02/2024
"IGIS NEPTUNE";ES0105551008;MLABC;"Euronext Access Paris";EUR;11.43;11.43;11.43;11.43;"31/08/2021 00:00";CET;-;-;10.20;14/02/2024
IKONISYS;FR00140048X2;ALIKO;"Euronext Growth Paris";EUR;1.40;1.42;1.40;1.42;"14/02/2024 17:16";CET;9029;12657.60;1.42;14/02/2024
ILBE;IT0005380602;ALIE;"Euronext Growth Paris";EUR;1.12;1.12;1.12;1.12;"06/10/2023 09:00";CET;1;1.12;1.12;14/02/2024
IMALLIANCE;FR0010086371;MLIML;"Euronext Access Paris";EUR;0.36;0.36;0.36;0.36;"01/02/2024 11:30";CET;13;4.68;0.36;14/02/2024
IMERYS;FR0000120859;NK;"Euronext Paris";EUR;30.54;31.24;30.46;31.16;"14/02/2024 17:35";CET;56610;1749844.02;31.16;14/02/2024
IMM.PARIS.PERLE;FR0006859039;MLIPP;"Euronext Access Paris";EUR;45.00;45.00;45.00;45.00;"08/06/2021 11:30";CET;12;540.00;45.00;14/02/2024
IMMERSION;FR0013060100;ALIMR;"Euronext Growth Paris";EUR;2.00;2.00;2.00;2.00;"13/02/2024 16:30";CET;100;200.00;2.00;14/02/2024
IMMOB.DASSAULT;FR0000033243;IMDA;"Euronext Paris";EUR;47.50;47.50;47.10;47.30;"14/02/2024 16:51";CET;219;10349.40;47.30;14/02/2024
IMPLANET;FR0013470168;ALIMP;"Euronext Growth Paris";EUR;0.0697;0.0698;0.065;0.068;"14/02/2024 17:16";CET;133740;8944.5223;0.068;14/02/2024
"IMPRIMERIE CHIRAT";FR0000065773;MLIMP;"Euronext Access Paris";EUR;6.40;6.40;6.40;6.40;"14/02/2024 11:30";CET;1;6.40;6.40;14/02/2024
"IMPULSE FITNESS";ES0105590006;MLIFS;"Euronext Access Paris";EUR;13.20;13.20;13.20;13.20;"04/01/2024 11:30";CET;3;39.60;13.20;14/02/2024
"INDLE FIN.ENTREPR.";FR0000066219;INFE;"Euronext Paris";EUR;61.00;61.00;60.00;60.00;"14/02/2024 16:30";CET;6;362.00;60.00;14/02/2024
INFOCLIP;FR0011158823;MLIFC;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"05/02/2024 11:30";CET;50;100.00;2.00;14/02/2024
INFOTEL;FR0000071797;INF;"Euronext Paris";EUR;45.70;46.70;45.40;46.10;"14/02/2024 17:35";CET;978;44929.40;46.10;14/02/2024
INMARK;ES0105511002;MLINM;"Euronext Access Paris";EUR;17.90;17.90;17.90;17.90;"08/04/2021 00:00";CET;-;-;16.80;14/02/2024
INMOSUPA;ES0105473005;MLISP;"Euronext Access Paris";EUR;1.62;1.62;1.62;1.62;"06/04/2020 00:00";CET;-;-;1.62;14/02/2024
"INNATE PHARMA";FR0010331421;IPH;"Euronext Paris";EUR;2.26;2.26;2.24;2.25;"14/02/2024 17:35";CET;21380;48071.685;2.25;14/02/2024
"INNELEC MULTIMEDIA";FR0000064297;ALINN;"Euronext Growth Paris";EUR;5.96;6.00;5.84;5.96;"14/02/2024 17:35";CET;6775;40214.74;5.96;14/02/2024
"INNOVATIVE RFK SPA";IT0005391161;MLIRF;"Euronext Access Paris";EUR;1.58;1.58;1.58;1.58;"08/11/2023 11:30";CET;1;1.58;1.58;14/02/2024
INSTALLUX;FR0000060451;ALLUX;"Euronext Growth Paris";EUR;292.00;292.00;292.00;292.00;"12/02/2024 16:30";CET;7;2044.00;292.00;14/02/2024
INTEGRAGEN;FR0010908723;ALINT;"Euronext Growth Paris";EUR;0.76;0.76;0.76;0.76;"14/02/2024 12:54";CET;3126;2375.76;0.76;14/02/2024
"INTEGRITAS VIAGER";FR0014003FN0;MLVIE;"Euronext Access Paris";EUR;115.00;115.00;115.00;115.00;"14/08/2023 11:30";CET;2;230.00;115.00;14/02/2024
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;50.40;50.40;49.20;49.25;"14/02/2024 17:35";CET;40338;2003625.65;49.25;14/02/2024
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;2.90;2.90;2.90;2.90;"12/02/2024 13:36";CET;487;1412.30;2.90;14/02/2024
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;0.303;0.326;0.288;0.326;"14/02/2024 17:07";CET;53729;16015.976;0.326;14/02/2024
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;3.44;3.60;3.405;3.47;"14/02/2024 17:37";CET;52289;182992.635;3.47;14/02/2024
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;6.76;6.76;6.60;6.60;"14/02/2024 17:26";CET;330;2189.14;6.60;14/02/2024
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;18.74;18.74;18.74;18.74;"05/08/2019 00:00";CET;-;-;18.10;14/02/2024
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;103.20;105.20;103.00;103.30;"14/02/2024 17:35";CET;83095;8616001.80;103.30;14/02/2024
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;61.55;62.40;61.15;61.90;"14/02/2024 17:35";CET;35770;2214845.70;61.90;14/02/2024
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;2.94;2.94;2.94;2.94;"14/02/2024 09:00";CET;1;2.94;2.94;14/02/2024
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;29.00;29.70;29.00;29.60;"14/02/2024 17:28";CET;1249;36495.50;29.60;14/02/2024
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;8.80;8.80;8.80;8.80;"25/10/2023 16:30";CET;7;61.60;8.80;14/02/2024
ITESOFT;FR0004026151;ITE;"Euronext Paris";EUR;3.98;3.98;3.98;3.98;"12/02/2024 17:25";CET;305;1213.90;3.98;14/02/2024
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;6.08;6.40;6.06;6.40;"13/02/2024 15:06";CET;477;2963.78;6.40;14/02/2024
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;18.26;18.26;17.88;17.90;"14/02/2024 17:35";CET;4306;77741.24;17.90;14/02/2024
JCDECAUX;FR0000077919;DEC;"Euronext Paris";EUR;18.48;18.75;18.48;18.74;"14/02/2024 17:35";CET;53540;999781.60;18.74;14/02/2024
"JSA TECHNOLOGY";FR0010680033;MLJSA;"Euronext Access Paris";EUR;0.54;0.54;0.54;0.54;"23/01/2024 11:48";CET;538;290.52;0.54;14/02/2024
JUNGLE21;ES0105636007;MLJ21;"Euronext Access Paris";EUR;3.40;3.40;3.40;3.40;"28/12/2023 13:14";CET;208274;708131.60;3.40;14/02/2024
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;20.60;21.40;20.20;21.30;"14/02/2024 17:35";CET;18514;388498.80;21.30;14/02/2024
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;30.30;30.45;29.95;29.95;"14/02/2024 17:35";CET;34888;1057799.70;29.95;14/02/2024
KERING;FR0000121485;KER;"Euronext Paris";EUR;409.00;417.75;408.00;416.10;"14/02/2024 17:35";CET;210183;87357845.70;416.10;14/02/2024
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;0.80;0.80;0.761;0.78;"14/02/2024 17:35";CET;11112;8713.785;0.78;14/02/2024
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;6.64;6.64;6.62;6.62;"14/02/2024 17:10";CET;47;311.16;6.62;14/02/2024
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;0.0808;0.0988;0.0808;0.0916;"14/02/2024 17:35";CET;1312131;118348.9022;0.0916;14/02/2024
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;2.54;2.56;2.47;2.54;"14/02/2024 17:35";CET;5441;13655.84;2.54;14/02/2024
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;23.07;23.09;22.69;22.69;"14/02/2024 17:35";CET;944531;21484066.89;22.69;14/02/2024
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;0.79;0.79;0.79;0.79;"14/02/2024 09:00";CET;1;0.79;0.79;14/02/2024
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;7.00;7.00;7.00;7.00;"14/02/2024 09:00";CET;35;245.00;7.00;14/02/2024
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;429.50;431.95;427.20;431.30;"14/02/2024 17:35";CET;248812;107185640.65;431.30;14/02/2024
"LA PERLA FASHION";NL0012191662;ALPER;"Euronext Growth Paris";EUR;7.20;7.20;7.20;7.20;"03/07/2023 09:00";CET;1;7.20;7.20;14/02/2024
"LABO EUROMEDIS";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;4.84;4.90;4.84;4.90;"14/02/2024 17:20";CET;301;1464.84;4.90;14/02/2024
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;26.80;26.80;26.30;26.80;"14/02/2024 16:48";CET;1653;44216.80;26.80;14/02/2024
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;20.35;20.45;20.15;20.35;"14/02/2024 17:35";CET;17367;352511.25;20.35;14/02/2024
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;41.40;41.50;41.20;41.50;"14/02/2024 16:52";CET;191;7911.70;41.50;14/02/2024
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;2.22;2.22;2.14;2.14;"14/02/2024 17:18";CET;4875;10680.92;2.14;14/02/2024
LATECOERE;FR001400JY13;LAT;"Euronext Paris";EUR;0.0158;0.0161;0.0158;0.016;"14/02/2024 17:35";CET;784559;12458.0044;0.016;14/02/2024
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;121.00;121.00;120.00;120.00;"14/02/2024 17:29";CET;60;7220.50;120.00;14/02/2024
LDC;FR0013204336;LOUP;"Euronext Paris";EUR;130.50;132.00;130.50;131.50;"14/02/2024 17:35";CET;424;55493.50;131.50;14/02/2024
LEBON;FR0000121295;ALBON;"Euronext Growth Paris";EUR;92.00;92.60;92.00;92.60;"14/02/2024 12:23";CET;62;5729.40;92.60;14/02/2024
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;31.30;31.40;31.00;31.05;"14/02/2024 17:35";CET;10163;316352.50;31.05;14/02/2024
"LECTRA NV24";FR001400MMI2;LSSNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;31.25;14/02/2024
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;90.68;91.16;90.30;90.98;"14/02/2024 17:35";CET;321367;29208271.42;90.98;14/02/2024
LEPERMISLIBRE;FR001400F2Z1;ALLPL;"Euronext Growth Paris";EUR;0.8799;0.91;0.8601;0.91;"14/02/2024 17:08";CET;1671;1495.4099;0.91;14/02/2024
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;58.00;58.00;58.00;58.00;"14/02/2024 14:40";CET;635;36830.00;58.00;14/02/2024
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;3.685;3.89;3.685;3.795;"14/02/2024 17:35";CET;46191;174285.505;3.795;14/02/2024
LHYFE;FR0014009YQ1;LHYFE;"Euronext Paris";EUR;4.97;5.04;4.92;4.92;"14/02/2024 17:35";CET;11922;59175.285;4.92;14/02/2024
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;62.80;65.00;62.80;65.00;"14/02/2024 17:35";CET;2635;166372.40;65.00;14/02/2024
LISI;FR0000050353;FII;"Euronext Paris";EUR;22.65;22.90;22.50;22.70;"14/02/2024 17:35";CET;7288;165497.45;22.70;14/02/2024
"LLAMA GROUP";BE0974334667;ALLAM;"Euronext Growth Paris, Brussels";EUR;0.625;0.639;0.55;0.574;"14/02/2024 17:35";CET;66505;37549.849;0.574;14/02/2024
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;0.698;0.70;0.698;0.70;"14/02/2024 11:13";CET;1001;700.698;0.70;14/02/2024
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;22.05;22.15;21.40;21.45;"14/02/2024 17:35";CET;6063;131581.85;21.45;14/02/2024
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;17.90;17.90;15.10;15.10;"09/02/2024 16:30";CET;45;693.50;15.10;14/02/2024
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;0.99;0.998;0.962;0.988;"14/02/2024 16:39";CET;31299;30526.944;0.988;14/02/2024
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;14.80;14.80;14.80;14.80;"08/02/2024 16:30";CET;13;192.40;14.80;14/02/2024
LUCIBEL;FR0011884378;ALUCI;"Euronext Growth Paris";EUR;0.444;0.444;0.421;0.44;"14/02/2024 17:26";CET;19453;8413.5425;0.44;14/02/2024
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;11.80;12.04;11.80;12.04;"14/02/2024 17:35";CET;1381;16518.62;12.04;14/02/2024
LVMH;FR0000121014;MC;"Euronext Paris";EUR;791.70;804.30;784.00;802.60;"14/02/2024 17:39";CET;208942;167053193.50;802.60;14/02/2024
M.R.M;FR00140085W6;MRM;"Euronext Paris";EUR;19.50;19.50;19.50;19.50;"14/02/2024 11:30";CET;8;156.00;19.50;14/02/2024
M2I;FR0013270626;ALMII;"Euronext Growth Paris";EUR;3.44;3.44;3.44;3.44;"14/02/2024 15:36";CET;1001;3443.44;3.44;14/02/2024
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;7.10;7.10;6.88;6.88;"14/02/2024 16:37";CET;265;1847.68;6.88;14/02/2024
MADE;FR0010328302;MLMAD;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"14/02/2024 11:30";CET;509;3563.00;7.00;14/02/2024
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;4.20;4.20;4.20;4.20;"13/02/2024 11:30";CET;372;1562.40;4.20;14/02/2024
"MAIS.ANTOINE BAUD";FR0000061657;MLMAB;"Euronext Access Paris";EUR;198.00;198.00;198.00;198.00;"14/02/2024 11:30";CET;1;198.00;198.00;14/02/2024
"MAISON CLIO BLUE";FR0011092089;MLCLI;"Euronext Access Paris";EUR;1.98;1.98;1.98;1.98;"08/12/2023 16:30";CET;35;69.30;1.98;14/02/2024
"MAISONS DU MONDE";FR0013153541;MDM;"Euronext Paris";EUR;4.456;4.522;4.446;4.50;"14/02/2024 17:35";CET;27127;121881.942;4.50;14/02/2024
"MAKING SCIENCE";ES0105463006;ALMKS;"Euronext Growth Paris";EUR;11.40;11.40;11.40;11.40;"14/02/2024 11:30";CET;1;11.40;11.40;14/02/2024
"MALTERIES FCO-BEL.";FR0000030074;MALT;"Euronext Paris";EUR;610.00;610.00;610.00;610.00;"14/02/2024 16:33";CET;4;2440.00;610.00;14/02/2024
"MANITOU BF";FR0000038606;MTU;"Euronext Paris";EUR;20.95;21.10;20.65;21.00;"14/02/2024 17:35";CET;6377;133439.15;21.00;14/02/2024
"MAQ ADMON. URBANAS";ES0105447009;MLMAQ;"Euronext Access Paris";EUR;8.30;8.30;8.30;8.30;"27/01/2020 11:30";CET;1;8.30;8.30;14/02/2024
"MARE NOSTRUM";FR0013400835;ALMAR;"Euronext Growth Paris";EUR;0.515;0.515;0.515;0.515;"14/02/2024 09:00";CET;1;0.515;0.515;14/02/2024
"MAROC TELECOM";MA0000011488;IAM;"Euronext Paris";EUR;8.60;8.60;8.60;8.60;"14/02/2024 15:57";CET;611;5254.60;8.60;14/02/2024
MASTRAD;FR0004155687;ALMAS;"Euronext Growth Paris";EUR;0.0096;0.0096;0.0088;0.0094;"14/02/2024 17:09";CET;442292;3960.4778;0.0094;14/02/2024
"MASTRAD BS29";FR0013472446;MASBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.0785;14/02/2024
"MAUNA KEA TECH";FR0010609263;ALMKT;"Euronext Growth Paris";EUR;0.46;0.46;0.4505;0.451;"14/02/2024 17:24";CET;34881;15938.163;0.451;14/02/2024
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;5.36;5.405;5.32;5.34;"14/02/2024 17:35";CET;70982;380459.555;5.34;14/02/2024
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;2.86;2.86;2.84;2.84;"14/02/2024 15:50";CET;2192;6240.88;2.84;14/02/2024
"MCPHY ENERGY";FR0011742329;MCPHY;"Euronext Paris";EUR;2.30;2.30;2.244;2.25;"14/02/2024 17:35";CET;57138;129134.184;2.25;14/02/2024
"MEDESIS PHARMA";FR0010844464;ALMDP;"Euronext Growth Paris";EUR;0.77;0.78;0.77;0.77;"14/02/2024 13:16";CET;794;616.38;0.77;14/02/2024
"MEDIA 6";FR0000064404;EDI;"Euronext Paris";EUR;9.75;9.75;9.75;9.75;"14/02/2024 14:06";CET;44;429.00;9.75;14/02/2024
"MEDIA LAB";IT0005324105;MLLAB;"Euronext Access Paris";EUR;1.04;1.04;1.04;1.04;"18/01/2024 11:30";CET;8;8.32;1.04;14/02/2024
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;"Euronext Growth Paris";EUR;4.34;4.34;4.18;4.31;"14/02/2024 17:35";CET;21239;91076.265;4.31;14/02/2024
MEDINCELL;FR0004065605;MEDCL;"Euronext Paris";EUR;8.74;8.76;8.55;8.64;"14/02/2024 17:35";CET;26895;232606.51;8.64;14/02/2024
"MEDIOCREDITO EUROP";IT0004844848;MLMCE;"Euronext Access Paris";EUR;4.30;4.30;4.30;4.30;"28/11/2012 10:24";CET;100;430.00;4.30;14/02/2024
"MEMSCAP REGPT";FR0010298620;MEMS;"Euronext Paris";EUR;8.14;8.46;8.14;8.34;"14/02/2024 17:35";CET;69615;580755.52;8.34;14/02/2024
MERCIALYS;FR0010241638;MERY;"Euronext Paris";EUR;10.53;10.58;10.45;10.45;"14/02/2024 17:35";CET;170858;1791172.61;10.45;14/02/2024
"MERIDIA RE IV";ES0105559001;MLMIV;"Euronext Access Paris";EUR;18.55;18.55;18.55;18.55;"02/07/2021 00:00";CET;-;-;17.70;14/02/2024
MERSEN;FR0000039620;MRN;"Euronext Paris";EUR;35.40;36.90;35.25;36.90;"14/02/2024 17:36";CET;43618;1591193.35;36.90;14/02/2024
"METABOLIC EXPLORER";FR0004177046;METEX;"Euronext Paris";EUR;0.53;0.53;0.48;0.498;"14/02/2024 17:35";CET;183004;90800.0565;0.498;14/02/2024
METALLIANCE;FR0010492181;MLETA;"Euronext Access Paris";EUR;8.50;8.50;8.50;8.50;"15/01/2024 11:38";CET;64;544.00;8.50;14/02/2024
METAVISIO;FR00140066X4;ALTHO;"Euronext Growth Paris";EUR;1.025;1.075;0.992;1.05;"14/02/2024 17:35";CET;131895;136671.181;1.05;14/02/2024
METHANOR;FR0011217710;ALMET;"Euronext Growth Paris";EUR;2.93;2.95;2.83;2.95;"14/02/2024 17:04";CET;2949;8503.78;2.95;14/02/2024
"METRICS IN BALANCE";BE0974328602;MLMIB;"Euronext Access Paris";EUR;0.108;0.108;0.108;0.108;"30/01/2024 11:30";CET;11000;1188.00;0.108;14/02/2024
"METROPOLE TV";FR0000053225;MMT;"Euronext Paris";EUR;12.75;12.88;12.17;12.20;"14/02/2024 17:35";CET;364484;4499835.33;12.20;14/02/2024
MEXEDIA;IT0005450819;ALMEX;"Euronext Growth Paris";EUR;14.00;14.70;13.00;14.70;"12/02/2024 15:03";CET;862;11383.20;14.70;14/02/2024
"MG INTERNATIONAL";FR0010204453;ALMGI;"Euronext Growth Paris";EUR;5.30;5.50;5.30;5.50;"14/02/2024 16:30";CET;1023;5540.70;5.50;14/02/2024
"MGI DIGITAL GRAPHI";FR0010353888;ALMDG;"Euronext Growth Paris";EUR;14.02;14.66;14.02;14.60;"14/02/2024 17:35";CET;4430;63509.18;14.60;14/02/2024
MICHELIN;FR001400AJ45;ML;"Euronext Paris";EUR;32.71;33.83;32.50;33.51;"14/02/2024 17:35";CET;1936364;64734908.31;33.51;14/02/2024
MICROPOLE;FR0000077570;ALMIC;"Euronext Growth Paris";EUR;1.05;1.065;1.05;1.065;"14/02/2024 16:15";CET;8279;8772.315;1.065;14/02/2024
"MIGUET ET ASSOCIES";FR0010500363;MLNMA;"Euronext Access Paris";EUR;0.16;0.16;0.16;0.16;"14/02/2024 11:30";CET;50;8.00;0.16;14/02/2024
MILIBOO;FR0013053535;ALMLB;"Euronext Growth Paris";EUR;1.625;1.625;1.56;1.57;"14/02/2024 17:35";CET;670;1068.50;1.57;14/02/2024
MINT;FR0004172450;ALMIN;"Euronext Growth Paris";EUR;3.28;3.34;3.22;3.34;"14/02/2024 17:35";CET;1019;3337.94;3.34;14/02/2024
MND;FR00140050Q2;ALMND;"Euronext Growth Paris";EUR;0.786;0.79;0.784;0.79;"14/02/2024 15:07";CET;562;440.954;0.79;14/02/2024
"MON COURTIER ENERG";FR001400H3A0;ALMCE;"Euronext Growth Paris";EUR;7.90;7.999;7.90;7.901;"14/02/2024 16:34";CET;1521;12114.118;7.901;14/02/2024
"MONCEY (FIN.) NOM.";FR0000076986;FMONC;"Euronext Paris";EUR;7400.00;7450.00;7400.00;7450.00;"13/02/2024 11:43";CET;20;148750.00;7450.00;14/02/2024
MONTEA;BE0003853703;MONT;"Euronext Brussels, Paris";EUR;74.50;75.70;73.90;75.10;"14/02/2024 17:35";CET;16486;1238097.30;75.10;14/02/2024
"MONTEPINO LOGISTIC";ES0105549002;MLMTP;"Euronext Access Paris";EUR;9.95;9.95;9.95;9.95;"15/01/2024 11:30";CET;2000;19900.00;9.95;14/02/2024
MOULINVEST;FR0011033083;ALMOU;"Euronext Growth Paris";EUR;22.80;22.80;22.00;22.00;"14/02/2024 16:54";CET;1678;37496.05;22.00;14/02/2024
"MR BRICOLAGE";FR0004034320;ALMRB;"Euronext Growth Paris";EUR;7.82;7.94;7.82;7.84;"14/02/2024 16:43";CET;351;2764.02;7.84;14/02/2024
MUNIC;FR0013462231;ALMUN;"Euronext Growth Paris";EUR;0.778;0.78;0.77;0.77;"14/02/2024 11:36";CET;2801;2165.478;0.77;14/02/2024
"MUTTER VENTURES";ES0105697009;MLMUT;"Euronext Access Paris";EUR;3.55;3.55;3.55;3.55;"02/01/2024 13:59";CET;500;1775.00;3.55;14/02/2024
MYHOTELMATCH;FR001400IE67;MHM;"Euronext Paris";EUR;0.8399;0.8399;0.8315;0.8315;"14/02/2024 14:06";CET;651;541.8189;0.8315;14/02/2024
NACON;FR0013482791;NACON;"Euronext Paris";EUR;1.46;1.48;1.45;1.456;"14/02/2024 17:35";CET;38990;57133.386;1.456;14/02/2024
NAMR;FR0014003J32;ALNMR;"Euronext Growth Paris";EUR;1.68;1.68;1.38;1.38;"14/02/2024 17:16";CET;5408;7811.235;1.38;14/02/2024
NANOBIOTIX;FR0011341205;NANO;"Euronext Paris";EUR;6.81;6.95;6.78;6.92;"14/02/2024 17:35";CET;31180;214362.66;6.92;14/02/2024
NEOEN;FR0011675362;NEOEN;"Euronext Paris";EUR;24.50;24.66;24.34;24.58;"14/02/2024 17:35";CET;75813;1860809.32;24.58;14/02/2024
NEOLIFE;FR0011636083;ALNLF;"Euronext Growth Paris";EUR;0.0718;0.0719;0.0712;0.0712;"14/02/2024 16:54";CET;119793;8601.4584;0.0712;14/02/2024
NEOVACS;FR001400MV37;ALNEV;"Euronext Growth Paris";EUR;3.11;3.20;1.70;1.80;"14/02/2024 17:38";CET;32791;74244.5831;1.80;14/02/2024
NETGEM;FR0004154060;ALNTG;"Euronext Growth Paris";EUR;0.972;0.978;0.964;0.97;"14/02/2024 16:15";CET;11860;11498.314;0.97;14/02/2024
"NETMEDIA GROUP";FR0000072993;ALNMG;"Euronext Growth Paris";EUR;0.0409;0.0409;0.0391;0.0409;"14/02/2024 10:03";CET;112500;4588.8732;0.0409;14/02/2024
NEURONES;FR0004050250;NRO;"Euronext Paris";EUR;43.75;44.10;43.75;44.00;"14/02/2024 17:35";CET;2787;122565.40;44.00;14/02/2024
NEXANS;FR0000044448;NEX;"Euronext Paris";EUR;87.30;87.45;85.05;86.75;"14/02/2024 17:35";CET;91315;7894814.20;86.75;14/02/2024
NEXITY;FR0010112524;NXI;"Euronext Paris";EUR;14.60;14.85;14.51;14.58;"14/02/2024 17:35";CET;82443;1206285.06;14.58;14/02/2024
NEXTEDIA;FR0004171346;ALNXT;"Euronext Growth Paris";EUR;0.532;0.538;0.506;0.538;"14/02/2024 16:16";CET;57298;29833.998;0.538;14/02/2024
"NFL BIOSCIENCES";FR0014003XT0;ALNFL;"Euronext Growth Paris";EUR;2.06;2.25;1.962;2.02;"14/02/2024 17:19";CET;93167;196343.915;2.02;14/02/2024
